ID	DRR042312.fastq.gz	DRR042313.fastq.gz	DRR042314.fastq.gz	DRR042332.fastq.gz	DRR042333.fastq.gz	DRR042334.fastq.gz	DRR042335.fastq.gz	DRR042428.fastq.gz	DRR042429.fastq.gz	DRR042430.fastq.gz	DRR042431.fastq.gz	DRR042468.fastq.gz	DRR042469.fastq.gz	DRR042470.fastq.gz	DRR042471.fastq.gz	DRR042488.fastq.gz	DRR042489.fastq.gz	DRR042490.fastq.gz	DRR042491.fastq.gz	ERR1293060.fastq.gz	ERR1293061.fastq.gz	ERR1293062.fastq.gz	ERR1293063.fastq.gz	ERR1293064.fastq.gz	ERR1293065.fastq.gz	ERR1293066.fastq.gz	ERR1293067.fastq.gz	ERR1293068.fastq.gz	ERR1293069.fastq.gz	ERR1293070.fastq.gz	ERR1293071.fastq.gz	ERR1293072.fastq.gz	ERR1293073.fastq.gz	ERR1293074.fastq.gz	ERR1293075.fastq.gz	ERR1293076.fastq.gz	ERR1293077.fastq.gz	ERR1293078.fastq.gz	ERR1293079.fastq.gz	ERR1293080.fastq.gz	ERR1293081.fastq.gz	ERR1293082.fastq.gz	ERR1293083.fastq.gz	ERR1293084.fastq.gz	ERR1293085.fastq.gz	ERR1293086.fastq.gz	ERR1293087.fastq.gz	ERR1293108.fastq.gz	ERR1293109.fastq.gz	ERR1293110.fastq.gz	ERR1293111.fastq.gz	ERR1293112.fastq.gz	ERR1293113.fastq.gz	ERR1293114.fastq.gz	ERR1293115.fastq.gz	ERR1293148.fastq.gz	ERR1293149.fastq.gz	ERR1293150.fastq.gz	ERR1293151.fastq.gz	ERR1293152.fastq.gz	ERR1293153.fastq.gz	ERR1293154.fastq.gz	ERR1293155.fastq.gz	ERR1293160.fastq.gz	ERR1293161.fastq.gz	ERR1293162.fastq.gz	ERR1293163.fastq.gz	ERR1293168.fastq.gz	ERR1293169.fastq.gz	ERR1293170.fastq.gz	ERR1293171.fastq.gz	ERR1293269.fastq.gz	ERR1293270.fastq.gz	ERR1293271.fastq.gz	ERR1293272.fastq.gz	ERR1293273.fastq.gz	ERR1293274.fastq.gz	ERR1293275.fastq.gz	ERR1293276.fastq.gz	ERR1305912.fastq.gz	ERR1305915.fastq.gz	ERR1305917.fastq.gz	ERR1305919.fastq.gz	ERR1305922.fastq.gz	ERR1305924.fastq.gz	ERR1305926.fastq.gz	ERR1305929.fastq.gz	ERR1305931.fastq.gz	ERR1305934.fastq.gz	ERR1305937.fastq.gz	ERR1305939.fastq.gz	ERR1305942.fastq.gz	ERR480458.fastq.gz	ERR480459.fastq.gz	ERR480464.fastq.gz	ERR480465.fastq.gz	ERR480466.fastq.gz	ERR480467.fastq.gz	ERR480468.fastq.gz	ERR480469.fastq.gz	ERR480480.fastq.gz	ERR480481.fastq.gz	ERR480494.fastq.gz	ERR480495.fastq.gz	ERR480502.fastq.gz	ERR480503.fastq.gz	ERR480504.fastq.gz	ERR480505.fastq.gz	ERR480506.fastq.gz	ERR480507.fastq.gz	ERR480508.fastq.gz	ERR480509.fastq.gz	ERR480510.fastq.gz	ERR480511.fastq.gz	ERR480512.fastq.gz	ERR480513.fastq.gz	ERR480514.fastq.gz	ERR480515.fastq.gz	ERR480516.fastq.gz	ERR480517.fastq.gz	ERR480520.fastq.gz	ERR480521.fastq.gz	ERR480522.fastq.gz	ERR480523.fastq.gz	ERR480524.fastq.gz	ERR480525.fastq.gz	ERR480526.fastq.gz	ERR480527.fastq.gz	ERR480528.fastq.gz	ERR480533.fastq.gz	ERR480534.fastq.gz	ERR480535.fastq.gz	ERR480536.fastq.gz	ERR480549.fastq.gz	ERR480550.fastq.gz	ERR480551.fastq.gz	ERR480552.fastq.gz	ERR480579.fastq.gz	ERR480580.fastq.gz	ERR480808.fastq.gz	ERR480809.fastq.gz	ERR480810.fastq.gz	ERR480811.fastq.gz	ERR480815.fastq.gz	ERR480816.fastq.gz	ERR480887.fastq.gz	ERR480888.fastq.gz	ERR480909.fastq.gz	ERR480910.fastq.gz	ERR688359.fastq.gz	ERR688361.fastq.gz	ERR688363.fastq.gz	ERR688364.fastq.gz	ERR688365.fastq.gz	ERR688366.fastq.gz	ERR688367.fastq.gz	ERR688368.fastq.gz	ERR688369.fastq.gz	ERR688370.fastq.gz	ERR688372.fastq.gz	ERR688373.fastq.gz	ERR688374.fastq.gz	ERR688375.fastq.gz	ERR688377.fastq.gz	ERR688378.fastq.gz	ERR688379.fastq.gz	ERR688380.fastq.gz	ERR688382.fastq.gz	ERR688385.fastq.gz	SRR1761726.fastq.gz	SRR1761727.fastq.gz	SRR1761733.fastq.gz	SRR1761742.fastq.gz	SRR1761744.fastq.gz	SRR1761746.fastq.gz	SRR1761747.fastq.gz	SRR1761748.fastq.gz	SRR1761749.fastq.gz	SRR1761752.fastq.gz	SRR1761754.fastq.gz	SRR1761755.fastq.gz	SRR1761758.fastq.gz	SRR1761761.fastq.gz	SRR1761767.fastq.gz
g__Alloscardovia	0.0	0.0	0.0	0.00804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02633	0.01678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Anaeromassilibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2893	0.19604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03501	0.0	0.0	0.0	0.0
g__Anaerosporobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Anaerostipes	0.0	0.0	0.0	8.89445	10.58731	5.65689	7.15143	6.44249	6.71428	0.0	2.57538	4.60229	4.98023	3.97576	2.45302	0.58414	0.59998	0.30344	0.0	0.2303	0.44383	0.11868	0.04227	0.0	0.0	0.0	0.0	5.5778	5.53541	5.1939	5.32196	0.0	0.22662	0.42288	0.0	0.70089	0.88636	0.70817	0.551	0.0	0.0	0.0	0.0	0.89782	0.51345	0.92159	0.62577	0.0	0.0	0.0	0.0	0.53308	0.80642	0.55023	0.83148	0.0	0.0	0.0	0.0	0.13882	0.26148	0.04396	0.25034	0.0	0.0	0.0	0.0	0.49569	0.47844	0.44869	0.41592	2.00615	1.96188	1.3946	1.6936	0.0	0.0	0.0	0.0	2.06367	0.07189	0.88647	0.0	0.0	0.0	0.31965	0.0	0.0	2.16783	0.0	0.0	0.95438	0.19457	0.19427	0.0	0.0	0.10368	0.09386	0.1563	0.0731	0.0	0.0	0.11866	0.05934	0.46538	0.56438	0.26407	0.45566	0.0	0.0	0.0	0.0	0.8549	0.97443	1.06906	1.0094	0.84651	0.67336	0.59925	0.59559	0.0	0.0	0.0	0.0	0.0	0.55425	0.62672	0.71098	0.5403	0.05065	0.15296	0.0	0.0	0.5599	0.64986	1.52739	1.30273	0.0	0.0	2.74387	2.41806	3.00535	3.03457	0.0	0.0	0.0	0.0	1.23242	1.08815	8.71317	0.83383	3.65004	0.82022	13.31576	0.0393	13.81279	1.87554	1.20413	2.06787	5.74108	2.955	1.78783	4.05852	0.0	3.07709	2.69697	0.0	3.11188	0.41567	0.0	0.0	0.0	7.41179	0.0	1.94536	1.18012	4.56234	0.59635	0.47495	0.55627	0.0	0.0	0.0	0.25735
g__Anaerotignum	0.0034	0.0	0.0	0.0	0.0	0.0	0.0	0.08073	0.07704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.79198	1.07575	0.80523	0.64378	0.0	0.02051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Anaerotruncus	0.0	0.0	0.0	0.0209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21397	0.27047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57513	0.0	0.0	0.0	0.0	0.0	3.50821	0.02696	0.0	0.0	0.0
g__Asaccharobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04629	0.02948	0.19684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10165	0.25974	0.19445	0.17296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65341	0.63725	0.62125	0.48631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01259	0.01194	0.05283	0.0207	0.0	0.0	0.0	0.0	0.76728	0.41197	0.58259	0.74775	0.0	0.0	0.0	0.0	0.05431	0.0	0.05359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64836	0.0	0.0	0.0	2.07018	0.0	0.17206	0.0	0.21119	0.0	1.33779	0.29612	0.26458	0.95394	0.0	0.0	0.35164	0.0	1.1058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Bacteroides	5.44505	5.95625	2.82281	16.72652	17.29101	10.75296	16.55973	14.85166	15.0549	0.0	5.22651	21.48479	22.43108	8.5719	7.32057	1.71183	1.64592	0.32204	0.0	22.0391	22.72122	22.82496	21.76173	13.65291	13.09662	14.24954	13.93663	23.29815	23.14024	24.15417	22.33586	56.69251	56.47708	56.44032	56.56638	13.86156	12.52764	13.50987	14.38446	13.58909	12.31942	13.55354	12.49985	10.60925	10.25333	10.68957	10.99614	9.6297	9.02642	10.41271	10.18119	15.07601	14.15459	12.89928	15.56054	31.92392	32.72792	31.37676	31.16891	20.20136	21.72818	22.74834	20.22437	65.62368	61.84603	59.17966	63.73551	15.05086	14.53906	15.8755	14.73736	29.88255	28.64824	29.99578	29.99348	29.6992	29.1957	29.42694	30.09625	17.79748	23.04649	61.00629	43.52659	2.85259	1.07558	0.0	1.63972	0.90214	21.03801	20.01523	2.13878	74.32817	8.1373	8.89533	45.21372	47.94374	4.28218	5.11904	5.31536	3.15332	4.93653	5.14494	27.07244	26.99525	11.93584	11.41272	11.57348	11.25515	15.1908	14.73074	6.96944	7.433	11.67849	11.54545	12.3272	11.34566	3.69257	3.70844	4.13936	3.81552	0.0	3.54448	12.18091	17.113	17.31296	7.19258	8.05707	8.74169	6.86638	52.70723	53.05605	0.01219	0.0	11.5416	13.98863	6.17702	6.5956	38.27035	38.89444	14.55712	14.3306	14.28159	15.67543	7.89807	7.98452	20.4095	22.1542	29.0732	28.92701	4.56851	4.16593	0.2208	0.0	0.0	0.13293	0.30921	4.9124	0.58075	0.0	0.0	1.17666	0.0	0.0	23.28915	0.0	2.22628	10.49829	2.89909	3.32131	0.0	0.0	0.0	0.62247	57.00533	17.77754	3.32598	19.96688	0.0	52.54885	9.91837	6.9302	0.0	0.0	0.0
g__Barnesiella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.62949	1.78249	1.42359	1.6282	0.0	0.0	0.0	0.0	0.93752	0.8382	0.63168	0.7975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91223	1.04881	0.93003	1.01046	6.5567	6.86505	6.26692	6.39001	0.0	0.0	0.0	0.0	0.03755	0.0	0.0678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16038	1.03555	1.32589	1.31766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.55127	0.38187	0.0	0.0	0.16648	0.15059	1.62462	2.81732	0.41486	0.49214	0.47631	0.27053	0.39011	0.44442	0.49036	0.49511	0.0	0.06893	0.0	0.0	0.81597	0.7363	0.0	0.0	1.68542	1.52748	1.96431	1.29764	1.35954	1.40523	1.49391	1.4784	0.0	0.0	0.0	0.0	0.0	3.57941	3.60102	4.30927	3.36604	0.0	0.04159	0.0	0.0	0.47439	0.40175	0.09095	0.11387	2.34862	2.12056	0.0	0.0	0.0	0.0	1.61	1.67987	0.0	0.0	0.25277	0.18911	0.25427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.57024	0.27522	0.35825	0.0	0.0	0.0	0.0	0.0	0.13945	0.0	0.22409	0.0	0.0	0.0	0.81606	0.0	0.0	0.0
g__Bifidobacterium	33.52443	30.40648	47.35233	35.07167	30.89822	60.59678	45.51752	15.45224	14.28207	63.6913	42.63417	14.12712	11.48447	31.23835	32.7212	10.72655	10.26802	20.9739	36.56319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.3562	11.85932	11.96293	12.01848	0.0	0.0	0.0	0.0	1.20443	1.47825	1.08682	1.47498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.63871	41.6531	43.29329	41.78477	9.56213	9.68454	10.88214	10.38997	0.0	0.0	0.0	0.0	0.34743	0.0	0.1249	0.2097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37617	0.0	0.0	4.19921	0.0	0.0	4.17296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23774	0.17245	0.27242	0.12417	0.0	0.03166	0.59054	0.89696	0.0	0.0	0.0	0.0	8.54839	8.44354	15.40993	14.9543	2.42711	2.26334	2.33633	2.34007	13.42667	16.10086	14.0258	14.87253	0.0	0.0	0.0	0.0	0.0	4.28604	4.07278	3.96922	5.48215	0.0	0.0	0.43387	0.22024	2.34621	3.16155	9.20819	8.3602	0.0	0.0	12.24994	12.28197	11.82169	11.24795	0.0	0.0	14.16154	11.57772	0.0	0.0	5.16098	0.79615	23.08418	27.13579	10.19508	19.17967	0.0	0.0	6.73097	3.36078	3.34956	18.56052	21.47062	19.75789	0.0	2.33118	0.0	0.0	1.79028	61.33923	0.0	0.903	4.93778	28.34839	0.17564	11.19183	1.37858	0.18503	3.46642	1.84541	1.57855	0.65713	0.0	0.0	0.0
g__Bilophila	0.16047	0.14648	0.0	0.0	0.0	0.0	0.0	0.01252	0.00958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29336	0.25895	0.0	0.0	0.0	0.0	0.0	0.0	0.07315	0.06649	0.08645	0.09032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06537	0.07951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Blastocystis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.17364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Blautia	10.24702	10.60308	8.61941	11.9358	13.11037	9.50119	14.2945	6.93479	6.78305	0.0	1.5393	14.20492	14.44345	15.9364	12.96073	4.95669	5.10364	6.06524	0.0	0.17525	0.19119	0.49351	0.0	0.0	0.0	0.0	0.26795	2.1239	1.8629	2.09184	2.04342	1.94222	2.00077	2.32586	1.84374	1.40091	1.20137	1.32233	1.01066	0.21378	0.12398	0.0	0.19238	0.09016	0.1132	0.04007	0.0	0.0	0.0	0.0	0.0	2.3394	2.00903	1.93886	1.91439	0.0	0.0	0.0	0.0	0.92419	1.15306	1.3038	1.33019	2.37577	3.10529	2.45905	2.82054	0.9544	1.18046	0.98934	0.89625	3.12395	3.71143	3.19138	3.37285	0.08793	0.01135	0.03907	0.01957	1.01627	0.0	0.31744	0.22594	0.0	0.1129	11.0795	0.0	0.0	3.94132	0.59076	0.0	0.39293	1.52611	1.47967	1.53744	0.90022	0.69661	0.78544	0.86166	0.45777	0.10134	0.0358	0.07392	0.13009	5.80658	6.47988	6.50475	7.11606	0.0	0.0	0.66286	0.60961	3.75527	3.51446	3.78846	4.16997	3.6033	2.94685	2.84768	2.64822	0.0	0.0	0.0	0.0	1.588	0.0	0.0	0.0	0.0	0.07241	0.14858	5.17955	4.9118	2.04543	2.03697	6.92962	7.58685	0.0	0.0	5.21207	5.83506	5.16295	5.00858	1.49168	1.58382	8.1801	7.9413	0.81407	0.8045	4.04417	4.31734	20.94359	15.14635	50.79609	10.35876	4.7508	0.0	3.59381	0.0	13.36285	2.06639	6.03627	18.31694	2.38218	5.57155	7.83287	1.42837	3.59984	0.52388	0.0	0.0	1.30393	11.38158	2.73182	0.26897	0.23621	3.83193	4.25837	3.02816	3.45045	1.53735	1.03432	1.81886	2.30966
g__Brachyspira	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.56665	0.0	0.0
